Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,avg_amount,std_amount,avg_hour,avg_lat,avg_long,merchant_visits,category_visits,previous_time,previous_amount,previous_lat,previous_long,new_merchant,new_category,amount_z,amount_deviation,hour_deviation,location_deviation,current_previous_time,current_previous_amount,current_previous_lat,current_previous_long,prev_time,prev_amount,prev_lat,prev_long,seconds_since_previous,high_velocity,amount_change,log_amount_change,location_change,log_location_change,merchant_location_anomaly,amount_location_anomaly,amount_velocity_anomaly,combined_behavior_anomaly,fraud_probability,behavior_probability,hybrid_probability,decision,predicted_fraud
91061,2020-07-22 16:11:14,60416207185,"fraud_Ferry, Lynch and Kautzer",misc_net,797.1,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,bbe2b493588a7806e7f8d551d0d33a77,1374509474,42.235318,-108.261356,0,16,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,0.0,73.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,1,0,6.043062089590503,6.043062089590503,2.312252964426877,0.9976890448731995,2020-07-22 00:02:51,75.17,43.9062,-109.294687,2020-07-22 00:02:51,75.17,43.9062,-109.294687,58103.0,0,10.60396420641261,2.4513467816639665,1.9645914622345724,1.0867392361887909,1,1,0,4,0.8726511489036524,0.2479082570330971,0.6852282813424857,BLOCK,1
140787,2020-08-09 18:46:40,60416207185,fraud_Denesik and Sons,shopping_pos,716.32,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,9b598d57b48999414b5592da7d7488f4,1376074000,43.167104,-109.290095,0,18,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,5.0,150.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,5.3843467376557905,5.3843467376557905,4.312252964426877,0.42583839826980713,2020-08-09 17:54:38,2.81,42.480576,-109.873577,2020-08-09 17:54:38,2.81,42.480576,-109.873577,3122.0,0,254.9180587480218,3.044522437723423,0.9009838728345851,0.6423715799535185,0,0,0,2,0.8821169803012577,0.3206783516972777,0.7136853917200637,BLOCK,1
229643,2020-09-11 22:08:43,60416207185,fraud_Zemlak Group,misc_net,371.06,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,d24514705baa9889df6e06edbb230777,1378937323,42.568776,-108.875916,0,22,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,1.0,73.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,2.568946113627824,2.568946113627824,8.312252964426877,0.436504894396389,2020-09-11 17:03:08,23.04,42.740434,-109.24626299999998,2020-09-11 17:03:08,23.04,42.740434,-109.24626299999998,18335.0,0,16.10503402321901,2.839372807507918,0.4081952588810731,0.34230892630350074,0,0,0,2,0.4066649604144634,0.8014551898738715,0.5251020292522859,BLOCK,1
298184,2020-10-11 22:37:25,60416207185,fraud_Boyer PLC,shopping_net,702.87,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,db789e83487b7aa6a0bea741e536420a,1381531045,43.177821,-108.967821,0,22,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,5.0,101.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,5.274669571481962,5.274669571481962,8.312252964426877,0.18718233271866128,2020-10-11 12:52:04,23.82,43.492492,-108.415186,2020-10-11 12:52:04,23.82,43.492492,-108.415186,35121.0,0,29.5075554362907,3.044522437723423,0.6359428287715749,0.49221929183129265,0,0,0,2,0.5667830866004261,0.7987367063155193,0.6363691725149541,BLOCK,1
357304,2020-11-06 21:35:21,60416207185,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,747.84,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,a9c4fd00d0d55d3531c8efeb27a2b771,1383773721,42.686208,-108.523682,0,21,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,2.0,101.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,5.641374565001447,5.641374565001447,7.312252964426877,0.49032598339064803,2020-11-06 20:42:20,1.51,42.40153,-108.270858,2020-11-06 20:42:20,1.51,42.40153,-108.270858,3181.0,0,495.257950160298,3.044522437723423,0.38073814973022413,0.32261824727471405,0,0,0,2,0.73862719326321,0.4979487022079219,0.6664236459466235,BLOCK,1
435792,2020-12-05 22:20:39,60416207185,fraud_Pfeffer and Sons,shopping_pos,345.82,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,efed09dab74e812e6ce7da31d7015771,1386282039,43.423478,-109.457915,0,22,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,1.0,150.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,2.3631281452837767,2.3631281452837767,8.312252964426877,0.7004215608538903,2020-12-05 20:00:53,9.48,42.554928,-108.228593,2020-12-05 20:00:53,9.48,42.554928,-108.228593,8386.0,0,36.47889910560136,3.044522437723423,1.5051948984048549,0.9183665352647061,0,0,0,2,0.460627359348905,0.8685236506350346,0.5829962467347438,BLOCK,1
510443,2020-12-21 20:18:13,60416207185,fraud_Price Inc,shopping_net,1063.37,Mary,Diaz,F,9886 Anita Drive,Fort Washakie,WY,82514,43.0048,-108.8964,1645,Information systems manager,1986-02-17,0eb1b49ecee79c375e2748d9ca4c228f,1387657093,43.620367,-109.085265,0,20,56.02336627140975,122.63263502820404,13.687747035573123,43.0048,-108.8964,2.0,101.0,2020-06-21 08:54:21,61.93,43.765609000000005,-109.0138,0,0,8.214343802386443,8.214343802386443,6.312252964426877,0.6438887479324367,2020-12-21 18:22:15,34.81,42.582325,-109.718166,2020-12-21 18:22:15,34.81,42.582325,-109.718166,6958.0,0,30.547830205463075,3.044522437723423,1.215769250131371,0.7955996344611476,0,0,0,2,0.8905268371956491,0.5167238762090346,0.7783859488996647,BLOCK,1
121440,2020-08-02 22:45:06,60490596305,"fraud_Romaguera, Wehner and Tromp",kids_pets,21.32,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,cb905dd3b8724276854cc30238e4df4d,1375483506,35.793717,-91.502631,0,22,72.80340594059406,127.35722781138632,11.078217821782179,34.8838,-90.7666,3.0,75.0,2020-06-20 22:56:42,37.56,34.200672,-91.375548,0,0,-0.4042440811651141,0.4042440811651141,10.921782178217821,1.1703378058705938,2020-08-02 21:34:18,44.03,34.107806,-89.95165,2020-08-02 21:34:18,44.03,34.107806,-89.95165,4248.0,0,0.48421529674732466,0.3948862128930001,2.290816003585184,1.1911355594298956,0,0,0,1,0.6949261293888364,0.2250775278328488,0.55397154892204,BLOCK,1
246409,2020-09-19 07:41:33,60490596305,"fraud_Kuhic, Bins and Pfeffer",shopping_net,992.14,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,0f2b6db55366c8cdbc400b5f2416a300,1379576493,35.79399,-91.21789,0,7,72.80340594059406,127.35722781138632,11.078217821782179,34.8838,-90.7666,1.0,85.0,2020-06-20 22:56:42,37.56,34.200672,-91.375548,0,0,7.218566253674743,7.218566253674743,4.078217821782179,1.0159274089225079,2020-09-18 15:02:43,2.11,34.457075,-90.951438,2020-09-18 15:02:43,2.11,34.457075,-90.951438,59930.0,0,470.2083079581479,3.044522437723423,1.363208856165846,0.8600203803192046,0,1,0,3,0.9030175690653236,0.5380299791635964,0.7935212920948055,BLOCK,1
497482,2020-12-19 10:48:55,60490596305,fraud_Macejkovic-Lesch,shopping_pos,841.07,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,67fbd6d139b903cab99834bbc871cd0c,1387450135,35.446763,-90.827173,0,10,72.80340594059406,127.35722781138632,11.078217821782179,34.8838,-90.7666,3.0,75.0,2020-06-20 22:56:42,37.56,34.200672,-91.375548,0,0,6.032375242689949,6.032375242689949,1.0782178217821787,0.5662123521241801,2020-12-19 10:41:25,3.59,35.383745000000005,-90.038882,2020-12-19 10:41:25,3.59,35.383745000000005,-90.038882,450.0,0,234.2812717879466,3.044522437723423,0.7908058984384225,0.5826657411241801,0,0,0,2,0.9080043717457064,0.2679070241515673,0.7159751674674646,BLOCK,1
