Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,avg_amount,std_amount,avg_hour,avg_lat,avg_long,merchant_visits,category_visits,previous_time,previous_amount,previous_lat,previous_long,new_merchant,new_category,amount_z,amount_deviation,hour_deviation,location_deviation,current_previous_time,current_previous_amount,current_previous_lat,current_previous_long,prev_time,prev_amount,prev_lat,prev_long,seconds_since_previous,high_velocity,amount_change,log_amount_change,location_change,log_location_change,merchant_location_anomaly,amount_location_anomaly,amount_velocity_anomaly,combined_behavior_anomaly,fraud_probability,behavior_probability,hybrid_probability,decision,predicted_fraud
58565,2020-07-11 22:01:22,501882822387,"fraud_Lehner, Reichert and Mills",misc_pos,8.08,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,496f769356c3c6fbbc96fe538a0598c9,1373580082,31.941283,-90.709249,1,22,65.656581027668,177.37327342950906,10.337944664031621,31.4285,-90.8578,1.0,40.0,2020-06-20 15:50:18,33.58,32.199234999999994,-91.750083,0,0,-0.3246068564323079,0.3246068564323079,11.662055335968379,0.5338668417217894,2020-07-10 13:19:58,7.18,30.7667,-90.69217,2020-07-10 13:19:58,7.18,30.7667,-90.69217,117684.0,0,1.1253480326813325,0.7539355690512192,1.1747071618620515,0.7768940172517639,0,0,0,0,0.6378847532167209,0.1157586611496983,0.4812469255966141,VERIFY,0
59521,2020-07-12 06:27:56,501882822387,fraud_Jaskolski-Dibbert,grocery_net,8.88,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,f240a1e6bf734e91d2ea2342e9ac1002,1373610476,30.998257,-91.670257,1,6,65.656581027668,177.37327342950906,10.337944664031621,31.4285,-90.8578,0.0,6.0,2020-06-20 15:50:18,33.58,32.199234999999994,-91.750083,1,0,-0.32009659409107827,0.32009659409107827,4.337944664031621,0.9193451016337746,2020-07-12 03:47:00,296.17,32.394329,-90.150933,2020-07-12 03:47:00,296.17,32.394329,-90.150933,9656.0,0,0.029982780058808185,0.029542083712283954,2.0633376956184453,1.1195050717306088,1,0,0,2,0.2659550430562843,0.0847920970951997,0.2116061592679589,APPROVE,0
221850,2020-09-08 03:12:18,570273151375,"fraud_Adams, Kovacek and Kuhlman",grocery_net,15.83,Peter,Edwards,M,96122 Steven Flat,Allentown,GA,31003,32.6064,-83.2095,112,"Lecturer, higher education",1965-02-03,2d310251a05c0eb8b563a447e3a09170,1378609938,32.636952,-83.23804200000001,1,3,56.98058939096267,72.37512205561607,12.17681728880157,32.6064,-83.2095,0.0,4.0,2020-06-20 20:50:36,40.73,33.356877000000004,-82.416044,1,0,-0.5685736708086954,0.5685736708086954,9.17681728880157,0.041809932647638895,2020-09-08 01:01:54,363.98,32.637526,-83.836685,2020-09-08 01:01:54,363.98,32.637526,-83.836685,7824.0,0,0.04349140050691961,0.04257220649198007,0.5986432751856441,0.4691553165212481,0,0,0,1,0.389804717183929,0.4231860718174396,0.3998191235739822,VERIFY,0
287536,2020-10-06 16:24:28,581508178315,fraud_Dare-Gibson,health_fitness,20.33,Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,1978-08-08,2dc292462e68a76dfb0fecd5eb98cf5e,1381076668,32.084514,-99.557593,1,16,97.21499005964215,90.62707746183156,12.383697813121273,32.2819,-98.5673,1.0,31.0,2020-06-19 22:40:23,59.95,32.602017,-98.644238,0,0,-0.8483666401319886,0.8483666401319886,3.616302186878727,1.0097729739129429,2020-10-06 00:58:18,342.03,31.462114,-99.425321,2020-10-06 00:58:18,342.03,31.462114,-99.425321,55570.0,0,0.05943923030307508,0.05773974012331531,0.6362999622693677,0.49243757239420716,0,0,0,1,0.4221469042168717,0.1473765117104066,0.3397157864649321,VERIFY,0
257810,2020-09-23 18:34:20,586100864972,fraud_Little Ltd,kids_pets,21.29,Patrick,Bates,M,4481 Maldonado Hollow,Kirkwood,NY,13795,42.0695,-75.7967,3800,Advertising account executive,1968-07-06,30b831494e768b4ec8a1689f2f067c7d,1379961260,41.626334,-75.512342,1,18,,,,,,0.0,0.0,,,,,1,1,0.0,0.0,,,,,,,,,,,999999.0,0,0.0,0.0,,,0,0,0,1,0.1518270733814548,0.9999216832682214,0.4062554563474847,VERIFY,0
429206,2020-12-04 04:36:36,630423337322,"fraud_Jenkins, Hauck and Friesen",gas_transport,13.69,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,bd4c76b1048b64e17a8e6ef648c4e5fe,1386131796,48.173571,-118.479952,1,4,53.9493201320132,118.33762066020718,14.021452145214521,48.8878,-118.2105,5.0,423.0,2020-06-21 07:59:13,65.43,49.416539,-117.329958,0,0,-0.3402072778478952,0.3402072778478952,10.021452145214521,0.7633658655880514,2020-12-03 22:49:56,5.71,49.106822,-117.788323,2020-12-03 22:49:56,5.71,49.106822,-117.788323,20800.0,0,2.3975477412350714,1.223053918816421,1.16159722048651,0.770847402363658,0,0,0,0,0.4713488735240492,0.1343282381096754,0.370242682899737,VERIFY,0
435973,2020-12-05 23:15:29,630423337322,fraud_Homenick LLC,personal_care,21.69,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,92a79a77bd1107bb1ee9a4740fd8d73d,1386285329,49.161488,-119.109765,1,23,53.9493201320132,118.33762066020718,14.021452145214521,48.8878,-118.2105,5.0,239.0,2020-06-21 07:59:13,65.43,49.416539,-117.329958,0,0,-0.2726040939426864,0.2726040939426864,8.978547854785479,0.9399907773850761,2020-12-05 03:04:55,354.08,49.533242,-117.87987,2020-12-05 03:04:55,354.08,49.533242,-117.87987,72634.0,0,0.061257342800335124,0.05945437763040026,1.2848512550256546,0.8263009259584538,0,0,0,1,0.5147909582715223,0.3338408480743547,0.460505925212372,VERIFY,0
358852,2020-11-07 18:01:06,630469040731,fraud_Watsica LLC,personal_care,52.12,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,7350b5e742bdc9f6d62bf42f84e1afef,1383847266,45.093853,-121.612082,1,18,60.891802638006844,92.12072665845753,11.38104543234001,45.67100000000001,-121.8686,3.0,141.0,2020-06-20 19:35:19,7.8,45.264165000000006,-122.294288,0,0,-0.09522072676769086,0.09522072676769086,6.618954567659991,0.6315854209313291,2020-11-07 03:06:20,21.96,44.840338,-121.99807,2020-11-07 03:06:20,21.96,44.840338,-121.99807,53686.0,0,2.3734060849997225,1.2159229416581743,0.4617971322658881,0.3796665912794198,0,0,0,0,0.0121725282135547,0.0085954759026855,0.0110994125202939,APPROVE,0
358984,2020-11-07 19:17:36,630469040731,fraud_Marvin-Lind,personal_care,47.57,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,3a840c42346055b33d27a637e227c205,1383851856,46.315385,-121.968384,1,19,60.891802638006844,92.12072665845753,11.38104543234001,45.67100000000001,-121.8686,3.0,141.0,2020-06-20 19:35:19,7.8,45.264165000000006,-122.294288,0,0,-0.144612433885652,0.144612433885652,7.618954567659991,0.6520650848504239,2020-11-07 18:01:06,52.12,45.093853,-121.612082,2020-11-07 18:01:06,52.12,45.093853,-121.612082,4590.0,0,0.9127014406619065,0.6485166096225722,1.2724352801726266,0.8208520670919447,0,0,0,0,0.0238997601322903,0.0194944889771864,0.0225781787857591,APPROVE,0
359215,2020-11-07 22:01:26,630469040731,fraud_Emmerich-Rau,personal_care,51.43,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,de2cdf488416da74fb7044adc6658e6a,1383861686,45.632096,-122.305686,1,22,60.891802638006844,92.12072665845753,11.38104543234001,45.67100000000001,-121.8686,5.0,141.0,2020-06-20 19:35:19,7.8,45.264165000000006,-122.294288,0,0,-0.10271089773722782,0.10271089773722782,10.61895456765999,0.4388139612774361,2020-11-07 19:17:36,47.57,46.315385,-121.968384,2020-11-07 19:17:36,47.57,46.315385,-121.968384,9830.0,0,1.081143555157798,0.7329175287697578,0.7620081999066669,0.5664541812526863,0,0,0,0,0.2236916493645002,0.0384373055008399,0.1681153462054021,APPROVE,0
